Date,Portal Received Time,Ignition Status,Ride Mode,Speed (km/h),Odometer (km),GPS Location,Battery Soc(%),Battery Current(A),SOH,Battery Pack Voltage,Charge Cycle,Vehicle Status,Cumulative Power,Min Cell Id,Max Cell Id,Min Cell Temp,Max Cell Temp,Temperature,Motor Temperature,MCU Board Temp
2025-09-01 18:26:32,2025-09-01 18:26:38,Off,5,0,285,13.078544099999998-80.199292,94,36,100,54.132,2,Charging,8250,6,11,35,36,36,-,-
2025-09-01 18:27:30,2025-09-01 18:27:34,Off,0,0,285,13.07849935-80.1992513,94,0,100,53.786,2,Stop,8264,3,1,35,36,36,-,-
2025-09-01 18:28:58,2025-09-01 18:29:02,Off,0,0,285,13.078607183333334-80.19930013333332,94,9,100,53.75,2,Charging,8277,1,7,35,36,36,-,-
2025-09-01 18:29:57,2025-09-01 18:30:00,Off,0,0,285,13.078462733333334-80.19925943333332,94,9,100,53.729,2,Charging,8285,9,10,35,36,36,-,-
2025-09-01 18:30:57,2025-09-01 18:31:02,Off,0,0,285,13.078438316666666-80.19922688333332,94,9,100,53.714,2,Charging,8294,1,10,35,36,36,-,-
2025-09-01 18:31:57,2025-09-01 18:32:01,Off,0,0,285,13.078440350000001-80.19924316666668,94,10,100,53.701,2,Charging,8303,1,10,35,36,36,-,-
2025-09-01 18:32:57,2025-09-01 18:33:00,Off,0,0,285,13.078428133333334-80.19925943333332,94,21,100,53.79,2,Charging,8315,1,10,35,36,36,-,-
2025-09-01 18:33:57,2025-09-01 18:34:01,Off,0,0,285,13.078507483333333-80.19928385,95,36,100,54.009,2,Charging,8342,6,11,35,36,36,-,-
2025-09-01 18:34:56,2025-09-01 18:36:47,Off,0,0,285,13.078550216666667-80.1993164,95,36,100,54.128,2,Charging,8375,1,11,35,36,36,-,-
2025-09-01 18:35:56,2025-09-01 18:37:22,Off,0,0,285,13.078542066666667-80.199292,95,36,100,54.196,2,Charging,8408,6,11,35,36,36,-,-
2025-09-01 18:36:56,2025-09-01 18:38:07,Off,0,0,285,13.078556316666667-80.19933268333332,96,36,100,54.239,2,Charging,8442,1,11,35,36,36,-,-
2025-09-01 18:37:56,2025-09-01 18:38:47,Off,0,0,285,13.078560383333334-80.19930013333332,96,36,100,54.278,2,Charging,8475,6,11,35,36,36,-,-
2025-09-01 18:38:56,2025-09-01 18:39:32,Off,0,0,285,13.078495283333332-80.1993164,96,36,100,54.314,2,Charging,8508,6,11,35,36,36,-,-
2025-09-01 18:39:56,2025-09-01 18:40:12,Off,0,0,285,13.0785258-80.19934081666666,97,36,100,54.357,2,Charging,8541,6,11,35,36,36,-,-
2025-09-01 18:40:55,2025-09-01 18:40:59,Off,0,0,285,13.078513583333331-80.19932455,97,0,100,54.033,2,Stop,8561,9,5,35,36,36,-,-
2025-09-01 18:49:51,2025-09-01 18:49:55,On,2,2,285,13.078513583333331-80.19927571666668,97,1,100,53.511,2,Moving,8559,1,5,35,36,36,-,-
2025-09-01 18:50:50,2025-09-01 18:50:54,On,0,0,285,13.078489183333334-80.19923503333332,97,0,100,53.502,2,Idle,8558,1,7,35,36,36,-,-
2025-09-01 18:51:50,2025-09-01 18:51:57,On,0,0,285,13.0784851-80.19921875,97,0,100,53.49,2,Idle,8558,1,7,35,36,36,-,-
2025-09-01 18:52:50,2025-09-01 18:52:53,On,0,0,285,13.078470866666665-80.19921875,97,0,100,53.481,2,Idle,8558,1,5,35,36,36,-,-
2025-09-01 18:53:50,2025-09-01 18:53:54,On,0,0,285,13.078466800000001-80.19921875,97,0,100,53.469,2,Idle,8557,1,7,35,36,36,-,-
2025-09-01 18:54:50,2025-09-01 18:54:54,On,0,0,285,13.078479-80.19922688333332,97,0,100,53.463,2,Idle,8557,1,5,35,36,36,-,-
2025-09-01 18:55:50,2025-09-01 18:55:54,Off,0,0,285,13.078491216666665-80.19922688333332,97,0,100,53.451,2,Stop,8557,1,7,35,36,36,-,-
2025-09-01 18:59:21,2025-09-01 18:59:26,On,2,26,285,13.077494300000001-80.19904785,97,27,100,53.201,2,Moving,8545,11,1,35,36,36,-,-
2025-09-01 19:00:19,2025-09-01 19:00:23,On,2,32,286,13.076055899999998-80.19978026666666,96,2,100,52.747,2,Moving,8508,11,6,35,36,36,-,-
2025-09-01 19:01:20,2025-09-01 19:01:24,On,2,10,286,13.07520955-80.19602865,96,3,100,53.01,2,Moving,8490,2,4,35,36,36,-,-
2025-09-01 19:02:20,2025-09-01 19:02:24,On,2,7,286,13.074912516666666-80.19529621666668,96,3,100,53.109,2,Moving,8482,11,5,35,36,36,-,-
2025-09-01 19:03:20,2025-09-01 19:03:25,On,2,7,286,13.073986816666665-80.19329426666667,96,3,100,53.125,2,Moving,8462,16,6,35,36,36,-,-
2025-09-01 19:04:20,2025-09-01 19:04:24,On,2,4,286,13.074031583333332-80.19257813333334,96,8,100,53.04,2,Moving,8453,11,7,35,36,36,-,-
2025-09-01 19:05:20,2025-09-01 19:05:24,On,2,4,286,13.074060066666668-80.1920166,96,3,100,53.146,2,Moving,8446,1,3,35,36,36,-,-
2025-09-01 19:06:19,2025-09-01 19:06:24,On,2,0,286,13.074045816666667-80.19131673333332,96,3,100,53.163,2,Idle,8438,1,3,35,36,36,-,-
2025-09-01 19:07:19,2025-09-01 19:07:24,On,2,20,287,13.074739583333333-80.19043783333333,95,65,100,53.12,2,Moving,8428,1,5,35,36,36,-,-
2025-09-01 19:08:19,2025-09-01 19:08:26,On,2,27,287,13.075124100000002-80.18898925,95,3,100,52.692,2,Moving,8394,11,4,35,36,36,-,-
2025-09-01 19:09:19,2025-09-01 19:09:23,On,2,10,287,13.075986733333332-80.18834635,95,3,100,53.045,2,Moving,8383,4,2,35,36,36,-,-
2025-09-01 19:10:19,2025-09-01 19:10:24,On,2,13,287,13.077516683333332-80.18798015,95,7,100,53.053,2,Moving,8365,11,3,35,36,36,-,-
2025-09-01 19:11:18,2025-09-01 19:11:23,On,2,4,287,13.078542066666667-80.18734538333334,95,3,100,52.958,2,Moving,8355,11,1,35,36,36,-,-
2025-09-01 19:12:18,2025-09-01 19:12:25,On,2,20,288,13.081239833333333-80.18800455,95,3,100,53.044,2,Moving,8331,16,6,35,36,36,-,-
2025-09-01 19:13:18,2025-09-01 19:13:23,On,2,7,288,13.081144200000002-80.18532714999999,94,3,100,53.045,2,Moving,8308,1,6,35,36,36,-,-
2025-09-01 19:14:18,2025-09-01 19:14:22,On,2,11,288,13.0811198-80.18401693333334,94,2,100,52.964,2,Moving,8290,11,9,35,36,36,-,-
2025-09-01 19:15:18,2025-09-01 19:15:21,On,2,13,289,13.083862299999998-80.1836914,94,3,100,53.032,2,Moving,8266,1,3,35,36,36,-,-
2025-09-01 19:16:17,2025-09-01 19:16:22,On,2,18,289,13.084800216666668-80.18295898333334,94,86,100,53.04,2,Moving,8251,1,9,35,36,36,-,-
2025-09-01 19:17:17,2025-09-01 19:17:22,On,2,14,289,13.086075850000002-80.18215331666667,94,30,100,53.029,2,Moving,8230,1,6,35,36,36,-,-
2025-09-01 19:18:17,2025-09-01 19:18:21,On,2,14,289,13.086708583333332-80.18353678333332,93,46,100,53.041,2,Moving,8208,1,13,35,36,36,-,-
2025-09-01 19:19:17,2025-09-01 19:19:22,On,2,11,289,13.086275233333334-80.18359375,93,50,100,53.059,2,Moving,8200,11,3,35,36,36,-,-
2025-09-01 19:20:17,2025-09-01 19:20:21,On,2,24,290,13.088122566666668-80.18252766666666,93,79,100,52.639,2,Moving,8164,11,1,35,36,36,-,-
2025-09-01 19:21:15,2025-09-01 19:21:18,Off,0,0,290,13.088151033333334-80.184375,93,0,100,53.101,2,Stop,8153,5,1,35,36,36,-,-
2025-09-01 19:25:23,2025-09-01 19:25:28,On,2,1,290,13.08805135-80.18530273333334,93,36,100,53.137,2,Moving,8140,1,13,35,36,36,-,-
2025-09-01 19:26:22,2025-09-01 19:26:26,On,2,1,290,13.087807216666667-80.18764648333334,93,2,100,53.105,2,Moving,8124,1,13,35,36,36,-,-
2025-09-01 19:27:23,2025-09-01 19:27:27,On,2,1,290,13.087963866666666-80.18809408333333,92,4,100,53.127,2,Moving,8118,1,6,35,36,36,-,-
2025-09-01 19:28:23,2025-09-01 19:28:26,On,2,11,290,13.087762449999998-80.18932291666667,92,3,100,53.068,2,Moving,8104,1,3,35,36,36,-,-
2025-09-01 19:29:22,2025-09-01 19:29:26,On,2,5,290,13.087672933333332-80.1902181,92,2,100,53.086,2,Moving,8092,5,1,35,36,36,-,-
2025-09-01 19:30:22,2025-09-01 19:30:27,On,2,0,290,13.087681066666669-80.19035645000001,92,2,100,53.151,2,Idle,8087,5,1,35,36,36,-,-
2025-09-01 19:31:22,2025-09-01 19:31:26,On,2,0,290,13.087707516666667-80.19036458333333,92,2,100,53.167,2,Idle,8085,5,1,35,36,36,-,-
2025-09-01 19:32:22,2025-09-01 19:32:37,On,2,15,291,13.087583416666666-80.19146321666668,92,14,100,53.12,2,Moving,8073,1,1,35,36,36,-,-
2025-09-01 19:33:22,2025-09-01 19:33:29,On,2,31,291,13.087306716666667-80.19442545,92,79,100,52.873,2,Moving,8047,11,1,35,36,36,-,-
2025-09-01 19:34:21,2025-09-01 19:34:25,On,2,5,291,13.087243650000001-80.19536946666668,92,3,100,52.791,2,Moving,8031,7,6,35,36,36,-,-
2025-09-01 19:35:21,2025-09-01 19:35:25,On,2,2,291,13.0872762-80.19729818333333,91,2,100,53.067,2,Moving,8012,1,3,35,36,36,-,-
2025-09-01 19:36:21,2025-09-01 19:36:25,On,2,0,291,13.087268066666665-80.19730631666667,91,3,100,53.066,2,Idle,8008,3,1,35,36,36,-,-
2025-09-01 19:37:21,2025-09-01 19:37:25,On,2,3,291,13.087198899999999-80.19844563333332,91,3,100,53.084,2,Moving,7995,5,13,35,36,36,-,-
2025-09-01 19:38:20,2025-09-01 19:38:25,On,2,9,292,13.087030033333333-80.20014648333334,91,4,100,53.054,2,Moving,7978,2,1,35,36,36,-,-
2025-09-01 19:39:20,2025-09-01 19:39:24,On,2,14,292,13.085866300000001-80.20039876666667,91,3,100,53.04,2,Moving,7960,1,1,35,36,36,-,-
2025-09-01 19:40:20,2025-09-01 19:40:24,On,2,26,292,13.083697516666666-80.20028483333334,91,79,100,52.769,2,Moving,7937,7,6,35,36,36,-,-
2025-09-01 19:41:20,2025-09-01 19:41:24,On,2,27,292,13.081964116666665-80.19864095,90,34,100,52.591,2,Moving,7898,11,1,35,36,36,-,-
2025-09-01 19:42:20,2025-09-01 19:42:24,On,2,6,293,13.078420000000001-80.19899901666666,90,4,100,52.932,2,Moving,7866,1,6,35,36,36,-,-
2025-09-01 19:43:19,2025-09-01 19:43:23,On,2,2,293,13.078548183333332-80.19928385,90,3,100,53.036,2,Moving,7857,2,1,35,37,36,-,-
2025-09-01 19:44:18,2025-09-01 19:44:23,Off,0,0,293,13.078434250000003-80.19920246666668,90,0,100,53.12,2,Stop,7855,1,1,35,36,36,-,-
2025-09-01 19:47:37,2025-09-01 19:47:43,Off,0,0,293,13.078609216666667-80.19921875,90,0,100,53.184,2,Stop,7855,1,1,35,37,36,-,-
2025-09-01 20:48:30,2025-09-01 20:48:34,Off,0,0,293,13.07849935-80.19922688333332,90,0,100,53.283,2,Stop,7854,1,10,35,36,36,-,-
2025-09-01 21:50:10,2025-09-01 22:51:05,Off,0,0,293,13.078476966666665-80.19920246666668,90,0,100,53.297,2,Stop,7853,1,13,35,35,35,-,-
2025-09-01 21:50:14,2025-09-01 22:51:08,Off,0,0,293,13.078472900000001-80.19919433333332,90,0,100,53.297,2,Stop,7853,1,13,35,35,35,-,-
2025-09-01 22:50:57,2025-09-01 22:51:03,Off,0,0,293,13.078424066666665-80.19898275,90,0,100,53.304,2,Stop,7853,1,6,34,35,35,-,-
2025-09-01 23:51:56,2025-09-01 23:51:59,Off,0,0,293,13.078568516666667-80.19916991666668,90,0,100,53.309,2,Stop,7852,1,2,34,34,34,-,-
